2014-12-18 00:59:38,752 미세 reef.runtime.common.Launcher.main main | Launcher started with user name [puppybit]
2014-12-18 00:59:49,475 보다 미세 reef.wake.remote.transport.netty.AbstractNettyEventListener.closeChannel org.apache.reef.wake.remote.transport.netty.NettyMessagingTransportServerWorker-pool-4-thread-2 | Channel closed: [id: 0x1cb5384b, /192.168.0.11:52570 :> /192.168.0.11:18472]. Link ref found and removed: true
2014-12-18 00:59:49,531 경고 reef.runtime.local.process.RunnableProcess.cancel main | The child process survived Process.destroy()
2014-12-18 00:59:49,531 경고 reef.runtime.local.process.RunnableProcess.cancel main | Attempting to kill the process via the kill command line
2014-12-18 00:59:49,536 미세 reef.util.OSUtils.kill main | Kill returned: 2
2014-12-18 00:59:49,536 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus main | Allocated: 2, Outstanding requests: 0
2014-12-18 00:59:49,537 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext main | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 0
container_allocation: "Node-3-1418831981624"
container_allocation: "Node-2-1418831981585"

2014-12-18 00:59:49,537 가장 미세 reef.wake.time.runtime.RuntimeClock.run main | Entering clock main loop iteration.
2014-12-18 00:59:49,538 가장 미세 reef.runtime.local.driver.ResourceManager.onResourceReleaseRequest main | Release container: Node-3-1418831981624
2014-12-18 00:59:49,538 정보 reef.runtime.local.driver.ContainerManager.release main | Releasing Container with containerId [ProcessContainer{containedID='Node-3-1418831981624', nodeID='Node-3', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-3-1418831981624}]
2014-12-18 00:59:49,538 경고 reef.runtime.local.driver.ProcessContainer.close main | Force-closing a container that is still running: ProcessContainer{containedID='Node-3-1418831981624', nodeID='Node-3', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-3-1418831981624}
2014-12-18 00:59:49,639 경고 reef.runtime.local.process.RunnableProcess.cancel main | The child process survived Process.destroy()
2014-12-18 00:59:49,639 경고 reef.runtime.local.process.RunnableProcess.cancel main | Attempting to kill the process via the kill command line
2014-12-18 00:59:49,646 미세 reef.util.OSUtils.kill main | Kill returned: 2
2014-12-18 00:59:49,647 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus main | Allocated: 1, Outstanding requests: 0
2014-12-18 00:59:49,648 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext main | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 0
container_allocation: "Node-2-1418831981585"

2014-12-18 00:59:49,649 가장 미세 reef.wake.time.runtime.RuntimeClock.run main | Entering clock main loop iteration.
2014-12-18 00:59:49,649 가장 미세 reef.runtime.local.driver.ResourceManager.onResourceReleaseRequest main | Release container: Node-2-1418831981585
2014-12-18 00:59:49,650 정보 reef.runtime.local.driver.ContainerManager.release main | Releasing Container with containerId [ProcessContainer{containedID='Node-2-1418831981585', nodeID='Node-2', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-2-1418831981585}]
2014-12-18 00:59:49,650 경고 reef.runtime.local.driver.ProcessContainer.close main | Force-closing a container that is still running: ProcessContainer{containedID='Node-2-1418831981585', nodeID='Node-2', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-2-1418831981585}
2014-12-18 00:59:49,751 경고 reef.runtime.local.process.RunnableProcess.cancel main | The child process survived Process.destroy()
2014-12-18 00:59:49,751 경고 reef.runtime.local.process.RunnableProcess.cancel main | Attempting to kill the process via the kill command line
2014-12-18 00:59:49,757 미세 reef.util.OSUtils.kill main | Kill returned: 2
2014-12-18 00:59:49,757 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus main | Allocated: 0, Outstanding requests: 0
2014-12-18 00:59:49,760 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext main | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 0

2014-12-18 00:59:49,760 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | Checking for idle because ResourceManager reported idleness for reason [No outstanding requests or allocations]
2014-12-18 00:59:49,760 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | [ResourceManager] is reporting idle because [No outstanding requests or allocations].
2014-12-18 00:59:49,760 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | [Clock] is reporting not idle because [The clock reported not idle.].
2014-12-18 00:59:49,760 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | [EventHandlers] is reporting idle because [All events have been processed.].
2014-12-18 00:59:49,761 가장 미세 reef.wake.time.runtime.RuntimeClock.run main | Entering clock main loop iteration.
2014-12-18 00:59:49,767 정보 reef.runtime.local.process.ReefRunnableProcessObserver.onResourceStatus Thread-9 | Sending resource status: identifier: "Node-3-1418831981624"
state: DONE
exit_code: 0
 
2014-12-18 00:59:49,769 정보 reef.runtime.local.process.ReefRunnableProcessObserver.onResourceStatus Thread-8 | Sending resource status: identifier: "Node-1-1418831981403"
state: DONE
exit_code: 0
 
2014-12-18 00:59:49,867 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onResourceStatusMessage Thread-9 | Resource manager state update: DONE
2014-12-18 00:59:49,868 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onResourceStatusMessage Thread-9 | Ignoring resource status update for Evaluator Node-3-1418831981624 which is already in state DONE.
2014-12-18 00:59:49,868 정보 reef.runtime.local.driver.ContainerManager.release Thread-9 | Ignoring release request for unknown containerID [Node-3-1418831981624]
2014-12-18 00:59:49,868 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus Thread-9 | Allocated: 0, Outstanding requests: 0
2014-12-18 00:59:49,868 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext Thread-9 | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 0

2014-12-18 00:59:49,869 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-9 | Checking for idle because ResourceManager reported idleness for reason [No outstanding requests or allocations]
2014-12-18 00:59:49,869 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-9 | [ResourceManager] is reporting idle because [No outstanding requests or allocations].
2014-12-18 00:59:49,869 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-9 | [Clock] is reporting not idle because [The clock reported not idle.].
2014-12-18 00:59:49,869 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onResourceStatusMessage Thread-8 | Resource manager state update: DONE
2014-12-18 00:59:49,870 정보 reef.runtime.local.process.ReefRunnableProcessObserver.onResourceStatus Thread-10 | Sending resource status: identifier: "Node-2-1418831981585"
state: DONE
exit_code: 0
 
2014-12-18 00:59:49,870 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-9 | [EventHandlers] is reporting idle because [All events have been processed.].
2014-12-18 00:59:49,871 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onResourceStatusMessage Thread-8 | Ignoring resource status update for Evaluator Node-1-1418831981403 which is already in state DONE.
2014-12-18 00:59:49,871 가장 미세 reef.runtime.local.process.RunnableProcess.run Thread-9 | Process "Node-3-1418831981624" returned 0
2014-12-18 00:59:49,871 정보 reef.runtime.local.driver.ContainerManager.release Thread-8 | Ignoring release request for unknown containerID [Node-1-1418831981403]
2014-12-18 00:59:49,879 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus Thread-8 | Allocated: 0, Outstanding requests: 0
2014-12-18 00:59:49,879 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext Thread-8 | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 0

2014-12-18 00:59:49,880 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-8 | Checking for idle because ResourceManager reported idleness for reason [No outstanding requests or allocations]
2014-12-18 00:59:49,880 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-8 | [ResourceManager] is reporting idle because [No outstanding requests or allocations].
2014-12-18 00:59:49,880 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-8 | [Clock] is reporting not idle because [The clock reported not idle.].
2014-12-18 00:59:49,880 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-8 | [EventHandlers] is reporting idle because [All events have been processed.].
2014-12-18 00:59:49,880 가장 미세 reef.runtime.local.process.RunnableProcess.run Thread-8 | Process "Node-1-1418831981403" returned 0
2014-12-18 00:59:49,971 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onResourceStatusMessage Thread-10 | Resource manager state update: DONE
2014-12-18 00:59:49,971 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.onResourceStatusMessage Thread-10 | Ignoring resource status update for Evaluator Node-2-1418831981585 which is already in state DONE.
2014-12-18 00:59:49,972 정보 reef.runtime.local.driver.ContainerManager.release Thread-10 | Ignoring release request for unknown containerID [Node-2-1418831981585]
2014-12-18 00:59:49,972 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus Thread-10 | Allocated: 0, Outstanding requests: 0
2014-12-18 00:59:49,973 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext Thread-10 | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 0

2014-12-18 00:59:49,974 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-10 | Checking for idle because ResourceManager reported idleness for reason [No outstanding requests or allocations]
2014-12-18 00:59:49,974 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-10 | [ResourceManager] is reporting idle because [No outstanding requests or allocations].
2014-12-18 00:59:49,975 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-10 | [Clock] is reporting not idle because [The clock reported not idle.].
2014-12-18 00:59:49,975 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle Thread-10 | [EventHandlers] is reporting idle because [All events have been processed.].
2014-12-18 00:59:49,976 가장 미세 reef.runtime.local.process.RunnableProcess.run Thread-10 | Process "Node-2-1418831981585" returned 0
2014-12-18 01:00:11,280 미세 reef.io.data.loading.api.DataLoader$1.onNext main | Received Alarm: org.apache.reef.wake.time.runtime.event.ClientAlarm[1418832011280]
2014-12-18 01:00:11,281 가장 미세 reef.wake.time.runtime.RuntimeClock.run main | Entering clock main loop iteration.
2014-12-18 01:00:11,281 가장 미세 reef.wake.impl.PubSubEventHandler.onNext main | Invoked for event: org.apache.reef.wake.time.runtime.event.IdleClock[1418832011281]
2014-12-18 01:00:11,282 가장 미세 reef.wake.impl.PubSubEventHandler.onNext main | Invoking org.apache.reef.runtime.common.driver.idle.ClockIdlenessSource@705385d7
2014-12-18 01:00:11,282 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | Checking for idle because Clock reported idleness for reason [The clock reported idle.]
2014-12-18 01:00:11,283 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | [ResourceManager] is reporting idle because [No outstanding requests or allocations].
2014-12-18 01:00:11,283 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | [Clock] is reporting idle because [The clock reported idle.].
2014-12-18 01:00:11,284 가장 미세 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | [EventHandlers] is reporting idle because [All events have been processed.].
2014-12-18 01:00:11,285 정보 reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle main | All components indicated idle. Initiating Driver shutdown.
2014-12-18 01:00:11,286 보다 미세 reef.runtime.common.driver.DriverStatusManager.onComplete main | ENTRY
2014-12-18 01:00:11,286 정보 reef.runtime.common.driver.DriverStatusManager.onComplete main | Clean shutdown of the Driver.
2014-12-18 01:00:11,287 가장 미세 reef.runtime.common.driver.DriverStatusManager.onComplete main | Callstack: 
java.lang.Exception
	at org.apache.reef.runtime.common.driver.DriverStatusManager.onComplete(DriverStatusManager.java:162)
	at org.apache.reef.runtime.common.driver.idle.DriverIdleManager.onPotentiallyIdle(DriverIdleManager.java:68)
	at org.apache.reef.runtime.common.driver.idle.ClockIdlenessSource.onNext(ClockIdlenessSource.java:58)
	at org.apache.reef.runtime.common.driver.idle.ClockIdlenessSource.onNext(ClockIdlenessSource.java:31)
	at org.apache.reef.wake.impl.PubSubEventHandler.onNext(PubSubEventHandler.java:98)
	at org.apache.reef.wake.time.runtime.RuntimeClock.run(RuntimeClock.java:199)
	at org.apache.reef.runtime.common.launch.LaunchClass.run(LaunchClass.java:162)
	at org.apache.reef.runtime.common.Launcher.main(Launcher.java:111)

2014-12-18 01:00:11,289 보다 미세 reef.wake.time.runtime.RuntimeClock.close main | ENTRY
2014-12-18 01:00:11,289 정보 reef.wake.time.runtime.RuntimeClock.close main | Clock.close()
2014-12-18 01:00:11,290 보다 미세 reef.wake.time.runtime.RuntimeClock.close main | RETURN
2014-12-18 01:00:11,291 보다 미세 reef.runtime.common.driver.DriverStatusManager.onComplete main | RETURN
2014-12-18 01:00:11,291 가장 미세 reef.wake.impl.PubSubEventHandler.onNext main | Invoked for event: org.apache.reef.wake.time.event.StopTime[1418832011290]
2014-12-18 01:00:11,292 가장 미세 reef.wake.impl.PubSubEventHandler.onNext main | Invoking org.apache.reef.wake.impl.LoggingEventHandler@ab353de
2014-12-18 01:00:11,293 미세 reef.wake.impl.LoggingEventHandler.onNext main | org.apache.reef.wake.time.event.StopTime[1418832011290]
2014-12-18 01:00:11,294 가장 미세 reef.wake.impl.PubSubEventHandler.onNext main | Invoked for event: org.apache.reef.wake.time.runtime.event.RuntimeStop[1418832011294]
2014-12-18 01:00:11,294 가장 미세 reef.wake.impl.PubSubEventHandler.onNext main | Invoking org.apache.reef.runtime.local.driver.ContainerManager$3@5b9fa3b0
2014-12-18 01:00:11,295 가장 미세 reef.runtime.local.driver.ContainerManager$3.onNext main | RuntimeStop: close the container manager
2014-12-18 01:00:11,295 가장 미세 reef.runtime.local.driver.ContainerManager.close main | Clean shutdown with no outstanding containers.
2014-12-18 01:00:11,295 가장 미세 reef.wake.impl.PubSubEventHandler.onNext main | Invoking org.apache.reef.runtime.common.driver.DriverRuntimeStopHandler@6a3b02d8
2014-12-18 01:00:11,296 가장 미세 reef.runtime.common.driver.DriverRuntimeStopHandler.onNext main | RuntimeStop: org.apache.reef.wake.time.runtime.event.RuntimeStop[1418832011294]
2014-12-18 01:00:11,296 경고 reef.runtime.common.driver.evaluator.Evaluators.close main | Unclean shutdown of evaluator Node-1-1418831981403
2014-12-18 01:00:11,296 경고 reef.runtime.common.driver.evaluator.Evaluators.close main | Unclean shutdown of evaluator Node-3-1418831981624
2014-12-18 01:00:11,296 경고 reef.runtime.common.driver.evaluator.Evaluators.close main | Unclean shutdown of evaluator Node-2-1418831981585
2014-12-18 01:00:11,297 가장 미세 reef.runtime.common.driver.client.ClientConnection.send main | Sending:
identifier: "Pregel"
state: DONE

2014-12-18 01:00:11,297 미세 reef.wake.remote.impl.ProxyEventHandler.onNext main | remoteid: /192.168.0.11:17428
identifier: "Pregel"
state: DONE

2014-12-18 01:00:11,297 가장 미세 reef.wake.remote.impl.RemoteSenderEventHandler.onNext main | Send an event from /192.168.0.11:51173 to /192.168.0.11:17428 value RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:17428 sourceName= sinkName=default seq=2 event=identifier: "Pregel"
state: DONE

2014-12-18 01:00:11,297 가장 미세 reef.wake.remote.transport.netty.NettyLink.write main | write [id: 0x7c63a56d, /192.168.0.11:51173 => /192.168.0.11:17428] [B@4db3a6ce
2014-12-18 01:00:11,298 미세 reef.wake.remote.impl.DefaultRemoteManagerImplementation.close main | RemoteManager: REEF_LAUNCHER Closing remote manager id: socket://192.168.0.11:18472
2014-12-18 01:00:11,300 미세 reef.wake.remote.impl.DefaultRemoteManagerImplementation$1.run pool-4-thread-1 | Closing sender stage socket://192.168.0.11:18472
2014-12-18 01:00:11,301 미세 reef.wake.remote.impl.RemoteSenderStage.close pool-4-thread-1 | close org.apache.reef.wake.remote.transport.netty.NettyMessagingTransport@4bc821b9
2014-12-18 01:00:11,302 미세 reef.wake.remote.impl.DefaultRemoteManagerImplementation$1.run pool-4-thread-1 | Closed the remote sender stage
2014-12-18 01:00:11,302 미세 reef.wake.remote.impl.DefaultRemoteManagerImplementation$1.run pool-4-thread-1 | Closing transport socket://192.168.0.11:18472
2014-12-18 01:00:11,302 미세 reef.wake.remote.transport.netty.NettyMessagingTransport.close pool-4-thread-1 | Closing netty transport socket address: /192.168.0.11:18472
